,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
20330,833,14,1,Ok,0,0,dict_keys([])
20331,833,15,2,Can I make a reservation for you ?,-1,-1,dict_keys(['Booking-Inform'])
20332,833,16,1,Yes,0,0,dict_keys([])
20333,833,17,2,"Ok , what day would you like to make the reservation on ? And what nights would you like me to reserve for you ?",-1,-1,dict_keys(['Booking-Request'])
20334,833,18,1,The 7th of september,0,0,dict_keys([])
20335,833,19,2,"Ok , thank you . Have a good day . Is there anything else I can help you with today ?",-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
20336,833,20,1,Does it have free wifi?,0,0,dict_keys([])
20337,833,21,2,Thank you for contacting the help desk . Have a great day .,-1,-1,dict_keys(['general-greet'])
20338,833,22,1,Does it have free wifi?,2,1,dict_keys([])
20339,833,23,2,Do you prefer huntingdon marriott hotel name ? You are more than welcome !.,-1,-1,"dict_keys(['general-greet', 'Hotel-Select'])"
20340,834,0,1,I am looking for attractions in the centre,0,0,dict_keys([])
20341,834,1,2,"That is in the centre . Sure , there are 44 in that area . It is a theatre . How about a theatre ?",-1,-1,"dict_keys(['Attraction-Inform', 'Attraction-Recommend'])"
20342,834,2,1,What is the address and postcode of the theatre?,0,0,dict_keys([])
20343,834,3,2,The address is park street . The entry fee is ? . Adc theatre looks good . The phone number is 01223300085 . Their postcode is cb58as .,-1,-1,dict_keys(['Attraction-Inform'])
20344,834,4,1,Thank you,6,2,dict_keys([])
20345,834,5,2,You are welcome.,-1,-1,dict_keys(['general-welcome'])
20346,834,6,1,I am also looking for a resaurant in the west,0,0,dict_keys([])
20347,834,7,2,"Okay , how about tandoori palace ?",-1,-1,dict_keys(['Restaurant-Inform'])
20348,834,8,1,What is the price range of tandoori palace?,0,0,dict_keys([])
20349,834,9,2,What day would you like the booking to be made for ?,-1,-1,dict_keys(['Booking-Request'])
20350,834,10,1,What is the price range of tandoori palace/,2,1,dict_keys([])
20351,834,11,2,It is located in the west .,-1,-1,dict_keys(['Restaurant-Inform'])
20352,834,12,1,What is the price range of tandoori palace?,2,1,dict_keys([])
20353,834,13,2,It is located in the west . They serve indian . Would you like to try tandoori palace ? This is a expensive one .,-1,-1,dict_keys(['Restaurant-Inform'])
20354,834,14,1,What is the phone number and address of tandoori palace?,0,0,dict_keys([])
20355,834,15,2,"It is at 68 Histon Road Chesterton. Okay , how about tandoori palace ? Their phone number is 01223506055 .",-1,-1,dict_keys(['Restaurant-Inform'])
20356,834,16,1,Thank you,6,2,dict_keys([])
20357,834,17,2,The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
20358,834,18,1,Can I also book a taxi between ADC theatre and tandoori palace?,0,0,dict_keys([])
20359,834,19,2,What time would you like to arrive there by ? What time will you be leaving .,-1,-1,dict_keys(['Taxi-Request'])
20360,834,20,1,I'd like to leave by 14:00 and arrive by 14:30,0,0,dict_keys([])
20361,834,21,2,A audi is booked . Contact number for the taxi is 42958933928 .,-1,-1,dict_keys(['Taxi-Inform'])
20362,834,22,1,Thank you,6,2,dict_keys([])
20363,834,23,2,"I ' m happy to help , and I hope you enjoy your stay !. Welcome , it was a pleasure serving you .",-1,-1,"dict_keys(['general-bye', 'general-welcome'])"
20364,835,0,1,I'm looking for a train. The train should leave on thursday. The train should arrive by 09:15. The train should depart from ely. The train should go to stansted airport.,0,0,dict_keys([])
20365,835,1,2,It arrives at 05:51 . The train ID is TR8272 .,-1,-1,dict_keys(['Train-Inform'])
20366,835,2,1,"Okay, I want to make a booking for 7 people.",0,0,dict_keys([])
20367,835,3,2,,-1,-1,dict_keys([])
20368,835,4,1, I want to make a booking for 7 people.,2,1,dict_keys([])
20369,835,5,2,The train ID is TR8272 .,-1,-1,dict_keys(['Train-Inform'])
20370,835,6,1,"Okay , I want to make a booking for 7 people.",2,1,dict_keys([])
20371,835,7,2,There are 404 options. Ok I will book that for you and get you a confirmation number.,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20372,835,8,1,okay ,0,0,dict_keys([])
20373,835,9,2,The fare is 23.60 pounds.,-1,-1,dict_keys(['Train-Inform'])
20374,835,10,1,"Okay , I want to make a booking for 7 people.",2,1,dict_keys([])
20375,835,11,2,I have 404 trains that meet your criteria . That train leaves on thursday . That train is departing from cambridge . The train stop is london kings cross . It leaves at 05:00. Would you like me to reserve your train tickets ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20376,835,12,1,yes ,2,1,dict_keys([])
20377,835,13,2,For how many people ?,-1,-1,dict_keys(['Train-Request'])
20378,835,14,1,7 peoples,2,1,dict_keys([])
20379,835,15,2,The arrival time is 05:51 . The booking is for arriving in london kings cross . The train ID is TR8272 . I have booked you 7 tickets .,-1,-1,dict_keys(['Train-OfferBooked'])
20380,835,16,1,I'm seeing local tourist attractions. The attraction should be in the type of museum. The attraction should be in the south.,0,0,dict_keys([])
20381,835,17,2,"Byard art looks good , would you like to head there ?",-1,-1,dict_keys(['Attraction-Recommend'])
20382,835,18,1,"Okay, can i  get address, postcode?",0,0,dict_keys([])
20383,835,19,2,The address is 14 king's parade . The postcode is cb21sj .,-1,-1,dict_keys(['Attraction-Inform'])
20384,835,20,1,Okay thanks ,6,2,dict_keys([])
20385,835,21,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20386,836,0,1,I am looking for a  local restaurants serve european food,0,0,dict_keys([])
20387,836,1,2,Would you like me to book it ?,-1,-1,dict_keys(['Booking-Inform'])
20388,836,2,1,yes. Please book for 5 people at 13:15 on sunday,0,0,dict_keys([])
20389,836,3,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? What day would you like your booking for ? What time should I make the reservation for ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
20390,836,4,1,local restaurant,2,1,dict_keys([])
20391,836,5,2,,-1,-1,dict_keys([])
20392,836,6,1,restaurant serves european food,2,1,dict_keys([])
20393,836,7,2,Do you have an area of town you prefer ?,-1,-1,dict_keys(['Restaurant-Request'])
20394,836,8,1,any place should be fine,0,0,dict_keys([])
20395,836,9,2,There 's a place called none. I do n't have anything meeting that criteria . Can I look for something else ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['Restaurant-NoOffer', 'general-reqmore', 'Restaurant-Inform'])"
20396,836,10,1,Please book for 5 people at 13:15 on sunday,2,1,dict_keys([])
20397,836,11,2,,-1,-1,dict_keys([])
20398,836,12,1,book for 5 people,2,1,dict_keys([])
20399,836,13,2,Booking was successful . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Booking-Book', 'general-reqmore'])"
20400,836,14,1,no thanks ,2,1,dict_keys([])
20401,836,15,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20402,837,0,1,i am looking for taxi to go to nandos,0,0,dict_keys([])
20403,837,1,2,"The address is Parkside, Cambridge .",-1,-1,dict_keys(['Police-Inform'])
20404,837,2,1,can you give me the car type and phone number,0,0,dict_keys([])
20405,837,3,2,I was able to book a lexus for you !.,-1,-1,dict_keys(['Taxi-Inform'])
20406,837,4,1,thank you . i want the phone number,6,2,dict_keys([])
20407,837,5,2,,-1,-1,dict_keys([])
20408,837,6,1,i want mobile number,2,1,dict_keys([])
20409,837,7,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20410,837,8,1,i want mobile number,2,1,dict_keys([])
20411,837,9,2,,-1,-1,dict_keys([])
20412,837,10,1,i want number,2,1,dict_keys([])
20413,837,11,2,,-1,-1,dict_keys([])
20414,837,12,1,yeb,2,1,dict_keys([])
20415,837,13,2,What day would you like to book ?,-1,-1,dict_keys(['Booking-Request'])
20416,837,14,1,tomorrow,0,0,dict_keys([])
20417,837,15,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20418,837,16,1,no,2,1,dict_keys([])
20419,837,17,2,Where will you be departing from ? And where will you be going ?,-1,-1,dict_keys(['Taxi-Request'])
20420,837,18,1,my hotel,0,0,dict_keys([])
20421,837,19,2,I will book it for you and get a reference number ?,-1,-1,dict_keys(['Booking-Inform'])
20422,837,20,1,okay,0,0,dict_keys([])
20423,837,21,2,Would you like for me to try and make a reservation ?,-1,-1,dict_keys(['Booking-Inform'])
20424,837,22,1,yes,0,0,dict_keys([])
20425,837,23,2,"Ok , thank you . Have a good day . Did you need any further assistance today ?",-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
20426,837,24,1,i want phone number,2,1,dict_keys([])
20427,837,25,2,Thank you for contacting the help desk . Have a great day . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
20428,838,0,1,HI,0,0,dict_keys([])
20429,838,1,2,"The address is Parkside, Cambridge . The phone is 01223358966 . The postcode is none .",-1,-1,dict_keys(['Police-Inform'])
20430,838,2,1,HOTEL NAME,0,0,dict_keys([])
20431,838,3,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20432,838,4,1,HOTEL NAME,2,1,dict_keys([])
20433,838,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
20434,838,6,1,FINDING A LOCAL RESTURENT,2,1,dict_keys([])
20435,838,7,2,You are welcome.,-1,-1,dict_keys(['general-welcome'])
20436,838,8,1,FINDING A LOCAL HOTEL,2,1,dict_keys([])
20437,838,9,2,Sorry about that ! how about ashley hotel ? It is a hotel .,-1,-1,dict_keys(['Hotel-Inform'])
20438,838,10,1,L,2,1,dict_keys([])
20439,838,11,2,"The address is Parkside, Cambridge .",-1,-1,dict_keys(['Police-Inform'])
20440,838,12,1,O,2,1,dict_keys([])
20441,838,13,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
20442,838,14,1,CA,2,1,dict_keys([])
20443,838,15,2,Thank you for using our system !. You 're welcome . Have a good day !.,-1,-1,"dict_keys(['general-bye', 'general-welcome'])"
20444,838,16,1,LLOCAL RESTAURENT,2,1,dict_keys([])
20445,838,17,2,Thank you for using our services .,-1,-1,dict_keys(['general-bye'])
20446,838,18,1,FINDING A LOCAL RESTAURENT,2,1,dict_keys([])
20447,838,19,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
20448,839,0,1,hi. i need to book a room at hotel. Room can be expensive ,0,0,dict_keys([])
20449,839,1,2,There are 33 of those .,-1,-1,dict_keys(['Hotel-Inform'])
20450,839,2,1,with free parking,0,0,dict_keys([])
20451,839,3,2,"Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ?",-1,-1,dict_keys(['Booking-NoBook'])
20452,839,4,1,type of the room,0,0,dict_keys([])
20453,839,5,2,I have 29 different options for you !. What area are you looking to stay in ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['Hotel-Request', 'general-reqmore', 'Hotel-Inform'])"
20454,839,6,1,need to book for 7 persons for 3 nights,0,0,dict_keys([])
20455,839,7,2,,-1,-1,dict_keys([])
20456,839,8,1,room availability,2,1,dict_keys([])
20457,839,9,2,,-1,-1,dict_keys([])
20458,839,10,1,area of the hotel,2,1,dict_keys([])
20459,839,11,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
20460,839,12,1,need to book room for 3 nights,2,1,dict_keys([])
20461,839,13,2,,-1,-1,dict_keys([])
20462,839,14,1,i need to book train from london kings cross,2,1,dict_keys([])
20463,839,15,2,What day will you travel on ? What is your destination ?,-1,-1,dict_keys(['Train-Request'])
20464,839,16,1,next monday to cambridge,0,0,dict_keys([])
20465,839,17,2,I have 404 trains that meet your criteria . What time do you need to arrive ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
20466,839,18,1,14:45,0,0,dict_keys([])
20467,839,19,2,Their ID is TR7075 . How about 05:00 will that work for you ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
20468,839,20,1,price of train  ticket,0,0,dict_keys([])
20469,839,21,2,The price is 23.60 pounds .,-1,-1,dict_keys(['Train-Inform'])
20470,839,22,1,book for 7 persons,0,0,dict_keys([])
20471,839,23,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20472,839,24,1,need to book rooms for 7 persons,0,0,dict_keys([])
20473,839,25,2,Thank you for contacting us and have a nice day .,-1,-1,dict_keys(['general-greet'])
20474,840,0,1,train from cambridge to peterborough?,0,0,dict_keys([])
20475,840,1,2,I have 2828 trains that meet your criteria . That train is departing from cambridge . How about 05:00 will that work for you ?,-1,-1,dict_keys(['Train-Inform'])
20476,840,2,1,arrival time 12:30,0,0,dict_keys([])
20477,840,3,2,It arrives at 05:51 . There are 2828 trains available . That train is departing from cambridge .,-1,-1,dict_keys(['Train-Inform'])
20478,840,4,1,on tuesday,0,0,dict_keys([])
20479,840,5,2,The arrival time is 05:51 . The train ID is TR9536 .,-1,-1,dict_keys(['Train-Inform'])
20480,840,6,1,price?,0,0,dict_keys([])
20481,840,7,2,The price is 23.60 pounds per ticket .,-1,-1,dict_keys(['Train-Inform'])
20482,840,8,1,any hotel with a star of 4?,0,0,dict_keys([])
20483,840,9,2,Reference number is : 00000000 .,-1,-1,dict_keys(['Booking-Book'])
20484,840,10,1,any hotel with a star of 4?,2,1,dict_keys([])
20485,840,11,2,Do you prefer a and b guest house name ?,-1,-1,dict_keys(['Hotel-Select'])
20486,840,12,1,price?,0,0,dict_keys([])
20487,840,13,2,How about a and b guest house ? The phone number is 01223315702 .,-1,-1,dict_keys(['Hotel-Inform'])
20488,840,14,1,price?,2,1,dict_keys([])
20489,840,15,2,Their phone number is 01223315702 .,-1,-1,dict_keys(['Hotel-Inform'])
20490,840,16,1,pricing,2,1,dict_keys([])
20491,840,17,2,There are 404 total trips available to you.,-1,-1,dict_keys(['Train-Inform'])
20492,840,18,1,free parking?,0,0,dict_keys([])
20493,840,19,2,Is there a certain star rating you would like it to have ?,-1,-1,dict_keys(['Hotel-Request'])
20494,841,0,1,"Hello, I'm looking forward to trying an affordable Miami burger. Which would you recommend me?",5,2,dict_keys([])
20495,841,1,2,I am sorry there are no restaurants in none that match that description . I did not find any none restaurants . Give me a moment and I will search for unusual ones . Do you have an area of town you prefer ? What type of food are you looking for ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-NoOffer'])"
20496,841,2,1,Downtown and American food,0,0,dict_keys([])
20497,841,3,2,It is at none. The postcode is none . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
20498,841,4,1,"Yes, I would like to find an American restaurant in the city center",0,0,dict_keys([])
20499,841,5,2,"I was able to get you that reservation on none . I was able to book a reservation for none people . Yes , I ' ve booked you for none night . Did you need any further assistance today ?",-1,-1,"dict_keys(['general-reqmore', 'Booking-Book'])"
20500,841,6,1,I would like to find an American restaurant,2,1,dict_keys([])
20501,841,7,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20502,841,8,1,I would like to find an American restaurant,2,1,dict_keys([])
20503,841,9,2,I recommend gourmet burger kitchen. Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
20504,841,10,1,Is it expensive there?,0,0,dict_keys([])
20505,841,11,2,Would you like this reservation be for none ? What day would you like that reservation ? How many people will be with you ? For what time ?,-1,-1,"dict_keys(['Booking-Request', 'Booking-Inform'])"
20506,841,12,1,"I want to book day 03/09/2020, for two people, 13h",0,0,dict_keys([])
20507,841,13,2,I am unable to book this for you . Do you have any other preferences ? You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Booking-NoBook', 'general-reqmore'])"
20508,841,14,1,"Yes, send me the postal code and the address of the place",0,0,dict_keys([])
20509,841,15,2,Their address is Regent Street City Centre . The post code is cb21ab .,-1,-1,dict_keys(['Restaurant-Inform'])
20510,841,16,1,"Great, booked!",6,2,dict_keys([])
20511,841,17,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20512,841,18,1,"No, thanks ",6,2,dict_keys([])
20513,841,19,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20514,842,0,1,looking for a train,0,0,dict_keys([])
20515,842,1,2,The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
20516,842,2,1,train should depart from london liverpool street,0,0,dict_keys([])
20517,842,3,2,It should arrive by 05:51. The train will be departing from cambridge . The booking is for arriving in london kings cross . I would say you should leave by 05:00.,-1,-1,dict_keys(['Train-Inform'])
20518,842,4,1,the train should g to cambgridge,0,0,dict_keys([])
20519,842,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
20520,842,6,1,cambridge,2,1,dict_keys([])
20521,842,7,2,The train will be departing from cambridge . The train stop is london kings cross . Can you confirm your desired travel day ? Where will you be leaving from ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
20522,842,8,1,no should go to cambridge,2,1,dict_keys([])
20523,842,9,2,"There are 2828 trains available . Well , I can book it for YOU if you would like . Would you like me to ?",-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20524,842,10,1,price,0,0,dict_keys([])
20525,842,11,2,,-1,-1,dict_keys([])
20526,842,12,1,arrival time,2,1,dict_keys([])
20527,842,13,2,The arrival time is 05:51 .,-1,-1,dict_keys(['Train-Inform'])
20528,842,14,1,price,0,0,dict_keys([])
20529,842,15,2,Is there a certain time you are wanting to leave ?,-1,-1,dict_keys(['Train-Request'])
20530,842,16,1,price of tickets,2,1,dict_keys([])
20531,842,17,2,The cost of the one way journey is 23.60 pounds .,-1,-1,dict_keys(['Train-Inform'])
20532,842,18,1,okay thank you,0,0,dict_keys([])
20533,842,19,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20534,842,20,1,seeing tourist attractions,0,0,dict_keys([])
20535,842,21,2,Thank you for contacting us and have a nice day .,-1,-1,dict_keys(['general-greet'])
20536,842,22,1,the attractions should be in the centre,2,1,dict_keys([])
20537,842,23,2,It is a theatre . Its entrance fee is ? . Ok . You should be set . The booking was successful . The train number is TR7075 .,-1,-1,"dict_keys(['Attraction-Inform', 'Attraction-Recommend', 'Train-OfferBooked'])"
20538,842,24,1,attractions postcode,2,1,dict_keys([])
20539,842,25,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20540,842,26,1,the attractions should be in the centre,2,1,dict_keys([])
20541,842,27,2,"That is in the centre . There are 44 , anything in particular you are looking for ? Its entrance fee is ? .",-1,-1,dict_keys(['Attraction-Inform'])
20542,842,28,1,postcode of attractions,0,0,dict_keys([])
20543,842,29,2,Their postcode is cb58as .,-1,-1,dict_keys(['Attraction-Inform'])
20544,842,30,1,phone number,0,0,dict_keys([])
20545,842,31,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
20546,842,32,1,number,2,1,dict_keys([])
20547,842,33,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20548,842,34,1,phone number of attractions,2,1,dict_keys([])
20549,842,35,2,The address is park street . Would you like adc theatre ? The phone number is 01223300085 . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Recommend'])"
20550,843,0,1,"hi,i want to book a train tickets",0,0,dict_keys([])
20551,843,1,2,The name is none . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Police-Inform'])"
20552,843,2,1,i want to book guest house hotel depart from cambridge,0,0,dict_keys([])
20553,843,3,2,Where would you like to go to ?,-1,-1,dict_keys(['Train-Request'])
20554,843,4,1,i would like to go ely,0,0,dict_keys([])
20555,843,5,2,There are 2828 options.,-1,-1,dict_keys(['Train-Inform'])
20556,843,6,1,the train should leave after 13.45,0,0,dict_keys([])
20557,843,7,2,"The earliest train is at 05:00 , do you want me to book it ?",-1,-1,dict_keys(['Train-OfferBook'])
20558,843,8,1,yes,0,0,dict_keys([])
20559,843,9,2,It departs from cambridge . I will book that for you now .,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20560,843,10,1,ok,0,0,dict_keys([])
20561,843,11,2,What day would you like ?,-1,-1,dict_keys(['Train-Request'])
20562,843,12,1,wensday,0,0,dict_keys([])
20563,843,13,2,"I ' ve booked your train tickets , and your reference number is 00000000. Booking was successful , the total fee is 23.60 pounds payable at the station . Is there anything else I can help you with today ?",-1,-1,"dict_keys(['general-reqmore', 'Train-OfferBooked'])"
20564,843,14,1,i want to book a local restaurant,0,0,dict_keys([])
20565,843,15,2,What day would you like to travel ?,-1,-1,dict_keys(['Train-Request'])
20566,843,16,1,wednesday,0,0,dict_keys([])
20567,843,17,2,The arrival time is 05:51 . The train ID is TR7075 . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
20568,843,18,1,yes..i want to book a local restuarant,2,1,dict_keys([])
20569,843,19,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
20570,843,20,1,what is the name of restuarnt,0,0,dict_keys([])
20571,843,21,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20572,843,22,1,yes,0,0,dict_keys([])
20573,843,23,2,"Welcome , it was a pleasure serving you .",-1,-1,dict_keys(['general-welcome'])
20574,843,24,1,waht is the name of restaurant,2,1,dict_keys([])
20575,843,25,2,Shall I try to start and book you into one ? Their address is none .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
20576,843,26,1,yes,0,0,dict_keys([])
20577,843,27,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20578,843,28,1,i want to book resturant for 7 people,0,0,dict_keys([])
20579,843,29,2,I will go ahead and book that now .,-1,-1,dict_keys(['Booking-Inform'])
20580,843,30,1,for wednesday at 17:30,0,0,dict_keys([])
20581,843,31,2,I have also reserved for wednesday. I have booked for 7 people . Booking was successful . Reference number is : none . Would 17:30 be a convenient time for you ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Booking-Book'])"
20582,843,32,1,thenk you,6,2,dict_keys([])
20583,843,33,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20584,843,34,1,no thank you,6,2,dict_keys([])
20585,843,35,2,Thank you for using our services .,-1,-1,dict_keys(['general-greet'])
20586,844,0,1,"Hi, I want to book train ticket for Birmingham new street.",0,0,dict_keys([])
20587,844,1,2,There are 2828 trains available .,-1,-1,dict_keys(['Train-Inform'])
20588,844,2,1,it should start after 19:45.,0,0,dict_keys([])
20589,844,3,2,What day would you like to book ?,-1,-1,dict_keys(['Booking-Request'])
20590,844,4,1,Saturday.,0,0,dict_keys([])
20591,844,5,2,Where would you like to go to ?,-1,-1,dict_keys(['Train-Request'])
20592,844,6,1,I would like to go to Birmingham new street from peterborough.,0,0,dict_keys([])
20593,844,7,2,"Their ID is TR0899 . There is a train that leaves at 05:00 . Well , I can book it for YOU if you would like . Would you like me to ?",-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20594,844,8,1,what is price ?,0,0,dict_keys([])
20595,844,9,2,The fare is 18.88 pounds per ticket . Did you want reservations ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20596,844,10,1,what is arrival time of the train ?,0,0,dict_keys([])
20597,844,11,2,It should arrive by 05:51.,-1,-1,dict_keys(['Train-Inform'])
20598,844,12,1,Ok.. please book tickets for 7 people.,0,0,dict_keys([])
20599,844,13,2,It arrives at 05:51 . Their ID is TR0899 . I will book that for you now .,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20600,844,14,1,sure,0,0,dict_keys([])
20601,844,15,2,The trip will last 51 minutes.,-1,-1,dict_keys(['Train-Inform'])
20602,844,16,1,thats fine.,0,0,dict_keys([])
20603,844,17,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20604,844,18,1,yes.. i want to visit local attractions in the north.,0,0,dict_keys([])
20605,844,19,2,It is located in between victoria road and the river. Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
20606,844,20,1,what is entrance fee ?,0,0,dict_keys([])
20607,844,21,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20608,844,22,1,please find local attractions in north area.,0,0,dict_keys([])
20609,844,23,2,It will be located in the north . I would suggest jesus green outdoor pool . Would a swimmingpool work for you ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Recommend'])"
20610,844,24,1,what is entrance fee ?,0,0,dict_keys([])
20611,844,25,2,The park is ? . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
20612,844,26,1,"please give me phone number of jesus green outdoor pool,",0,0,dict_keys([])
20613,844,27,2,"Here is the phone number , 01223302579 . You are welcome . Is there anything else I can help you with today ?",-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
20614,844,28,1,that's all.,0,0,dict_keys([])
20615,844,29,2,,-1,-1,dict_keys([])
20616,844,30,1,thanks,0,0,dict_keys([])
20617,844,31,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20618,844,32,1,no,0,0,dict_keys([])
20619,844,33,2,How many tickets do you need ?,-1,-1,dict_keys(['Train-Request'])
20620,845,0,1,im looking for a taxi to darrys cookhouse and wine shop ,0,0,dict_keys([])
20621,845,1,2,The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
20622,845,2,1,im looking for a taxi,2,1,dict_keys([])
20623,845,3,2,What will your destination be ?,-1,-1,dict_keys(['Taxi-Request'])
20624,845,4,1,darrys cookhouse and wine shop,0,0,dict_keys([])
20625,845,5,2,I have also reserved for none. I have booked for none people . Reference number is : 00000026 . Would none be a convenient time for you ?,-1,-1,dict_keys(['Booking-Book'])
20626,845,6,1,16:30,0,0,dict_keys([])
20627,845,7,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
20628,845,8,1,can you tell me the car type?,0,0,dict_keys([])
20629,845,9,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20630,845,10,1,the car type ,2,1,dict_keys([])
20631,845,11,2,A audi is booked for you . You can give them a call at 52858176612.,-1,-1,dict_keys(['Taxi-Inform'])
20632,845,12,1,can the taxy depart from london kings cross train station?,0,0,dict_keys([])
20633,845,13,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20634,845,14,1,can the taxi depart from london kings cross train station?,2,1,dict_keys([])
20635,845,15,2,Where are you leaving from ? And where will you be going ?,-1,-1,dict_keys(['Taxi-Request'])
20636,845,16,1,leaving from london kings cross train station to darrys cookhouse and wine shop,2,1,dict_keys([])
20637,845,17,2,I need to know where you are traveling to.,-1,-1,dict_keys(['Taxi-Request'])
20638,845,18,1,im leaving from london kings cross train station,2,1,dict_keys([])
20639,845,19,2,Where will you leave from ? What time do you need to book a taxi for ?,-1,-1,dict_keys(['Taxi-Request'])
20640,845,20,1,leaving from london kings cross train station to darrys cookhouse and wine shop,2,1,dict_keys([])
20641,845,21,2,What time do you need to book a taxi for ?,-1,-1,dict_keys(['Taxi-Request'])
20642,845,22,1,16:30,0,0,dict_keys([])
20643,845,23,2,,-1,-1,dict_keys([])
20644,845,24,1,can you give me a car type?,0,0,dict_keys([])
20645,845,25,2,The taxi is a volkswagen. The contact number is 23337884762 .,-1,-1,dict_keys(['Taxi-Inform'])
20646,845,26,1,thank you,6,2,dict_keys([])
20647,845,27,2,You are welcome.,-1,-1,dict_keys(['general-welcome'])
20648,846,0,1,looking for a local restaurant,0,0,dict_keys([])
20649,846,1,2,The name is none .,-1,-1,dict_keys(['Police-Inform'])
20650,846,2,1,restaurants serving italian foods,0,0,dict_keys([])
20651,846,3,2,,-1,-1,dict_keys([])
